334093.4658202111,6817812.27238829
334094.3926204664,6817812.64880935
334094.3926204664,6817812.64880935
334082.653274772,6817843.810743142
334083.583289609,6817844.178631139
334083.583289609,6817844.178631139
334095.3194207218,6817813.0252304105
334096.2462209771,6817813.401651471
334096.2462209771,6817813.401651471
334084.513304446,6817844.546519136
334085.4433192831,6817844.914407132
334085.4433192831,6817844.914407132
334097.1730212324,6817813.778072531
334098.09982148773,6817814.154493592
334098.09982148773,6817814.154493592
334086.3733341201,6817845.282295129
334087.3033489571,6817845.650183126
334087.3033489571,6817845.650183126
334099.0266217431,6817814.530914652
334099.9534219984,6817814.907335713
334099.9534219984,6817814.907335713
334088.2333637941,6817846.018071123
334089.1633786311,6817846.3859591205
334089.1633786311,6817846.3859591205
334100.88022225373,6817815.283756773
334101.80702250905,6817815.660177833
334101.80702250905,6817815.660177833
334090.0933934681,6817846.753847118
334091.02340830513,6817847.121735115
334091.02340830513,6817847.121735115
334102.73382276436,6817816.036598894
334103.66062301974,6817816.413019954
334103.66062301974,6817816.413019954
334091.95342314214,6817847.489623111
334092.88343797915,6817847.857511108
334092.88343797915,6817847.857511108
334104.58742327505,6817816.789441015
334105.51422353036,6817817.165862075
334105.51422353036,6817817.165862075
334093.81345281616,6817848.225399105
334094.74346765317,6817848.593287102
334094.74346765317,6817848.593287102
334106.4410237857,6817817.5422831355
334107.36782404105,6817817.918704196
334107.367824041,6817817.918704196
334095.6734824902,6817848.961175099
334096.0146481283,6817849.096130734
334104.3381443257,6817828.797547631
334104.3381443257,6817828.797547631
334108.2946242963,6817818.295125256
nan,nan
334108.59471639566,6817818.41700803
